Food.code	taxonomy	Description
91304050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Hard_sauce	Hard sauce
91304060	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Topping_nut_wet	Topping nut wet
91304070	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Topping_peanut_butter_thick_fudge_type	Topping peanut butter thick fudge type
91304080	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Topping_fruit_unsweetened	Topping fruit unsweetened
91304090	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Topping_chocolate_flavored_hazelnut_spread	Topping chocolate flavored hazelnut spread
91304250	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Topping_milk_chocolate_with_cereal	Topping milk chocolate with cereal
91304300	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Topping_chocolate_hard_coating	Topping chocolate hard coating
91305010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Icing_chocolate	Icing chocolate
91305020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Icing_white	Icing white
91351010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Syrup_dietetic	Syrup dietetic
91351020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Topping_dietetic	Topping dietetic
91361010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Sweet_and_sour_sauce	Sweet and sour sauce
91361020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Fruit_sauce	Fruit sauce
91361040	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Dessert_sauce	Dessert sauce
91361050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Duck_sauce	Duck sauce
91361070	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_;L5_;Plum_sauce_Asian_style	Plum sauce Asian style
91401000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Jelly_all_flavors	Jelly all flavors
91402000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Jam_preserves_all_flavors	Jam preserves all flavors
91403000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Fruit_butter_all_flavors	Fruit butter all flavors
91404000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Marmalade_all_flavors	Marmalade all flavors
91405000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Jelly_dietetic_all_flavors_sweetened_with_artificial_sweetener	Jelly dietetic all flavors sweetened with artificial sweetener
91405500	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Jelly_reduced_sugar_all_flavors	Jelly reduced sugar all flavors
91406000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Jams_preserves_marmalades_dietetic_all_flavors_sweetened_with_artificial_sweetener	Jams preserves marmalades dietetic all flavors sweetened with artificial sweetener
91406500	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Jams_preserves_marmalades_sweetened_with_fruit_juice_concentrates_all_flavors	Jams preserves marmalades sweetened with fruit juice concentrates all flavors
91406600	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Jams_preserves_marmalades_low_sugar_all_flavors	Jams preserves marmalades low sugar all flavors
91407100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Guava_paste	Guava paste
91407120	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Sweet_potato_paste	Sweet potato paste
91407150	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Bean_paste_sweetened	Bean paste sweetened
91408100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Jellies_jams_preserves;L4_;L5_;Chinese_preserved_sweet_vegetable	Chinese preserved sweet vegetable
91501010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert	Gelatin dessert
91501015	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_snacks	Gelatin snacks
91501020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_fruit	Gelatin dessert with fruit
91501030	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_whipped_cream	Gelatin dessert with whipped cream
91501040	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_fruit_and_whipped_cream	Gelatin dessert with fruit and whipped cream
91501050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_cream_cheese	Gelatin dessert with cream cheese
91501060	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_sour_cream	Gelatin dessert with sour cream
91501070	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_fruit_and_sour_cream	Gelatin dessert with fruit and sour cream
91501080	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_fruit_and_cream_cheese	Gelatin dessert with fruit and cream cheese
91501090	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_fruit_vegetable_and_nuts	Gelatin dessert with fruit vegetable and nuts
91501100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_salad_with_vegetables	Gelatin salad with vegetables
91501110	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_fruit_and_whipped_topping	Gelatin dessert with fruit and whipped topping
91501120	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_with_fruit_and_vegetables	Gelatin dessert with fruit and vegetables
91511010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic sweetened with low calorie sweetener
91511020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_with_fruit_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic with fruit sweetened with low calorie sweetener
91511030	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_with_whipped_topping_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic with whipped topping sweetened with low calorie sweetener
91511050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_with_cream_cheese_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic with cream cheese sweetened with low calorie sweetener
91511060	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_with_sour_cream_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic with sour cream sweetened with low calorie sweetener
91511070	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_with_fruit_and_sour_cream_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic with fruit and sour cream sweetened with low calorie sweetener
91511080	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_with_fruit_and_cream_cheese_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic with fruit and cream cheese sweetened with low calorie sweetener
91511090	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_with_fruit_and_vegetables_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic with fruit and vegetables sweetened with low calorie sweetener
91511100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_salad_dietetic_with_vegetables_sweetened_with_low_calorie_sweetener	Gelatin salad dietetic with vegetables sweetened with low calorie sweetener
91511110	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_dessert_dietetic_with_fruit_and_whipped_topping_sweetened_with_low_calorie_sweetener	Gelatin dessert dietetic with fruit and whipped topping sweetened with low calorie sweetener
91512010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Danish_dessert_pudding	Danish dessert pudding
91520100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Yookan_Yokan_a_Japanese_dessert_made_with_bean_paste_and_sugar	Yookan Yokan a Japanese dessert made with bean paste and sugar
91550100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Coconut_cream_cake_Puerto_Rican_style_Bien_me_sabe_\Tastes_good_to_me\	Coconut cream cake Puerto Rican style Bien me sabe \Tastes good to me\
91550300	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Pineapple_custard_Puerto_Rican_style_Flan_de_pina	Pineapple custard Puerto Rican style Flan de pina
91560100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Haupia_coconut_pudding	Haupia coconut pudding
91580000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Gelatin_desserts_or_salads;L4_;L5_;Gelatin_frozen_whipped_on_a_stick	Gelatin frozen whipped on a stick
91601000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Ices_or_popsicles;L4_;L5_;Ice_fruit	Ice fruit
91611000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Ices_or_popsicles;L4_;L5_;Ice_pop	Ice pop
91611050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Ices_or_popsicles;L4_;L5_;Ice_pop_filled_with_ice_cream_all_flavor_varieties	Ice pop filled with ice cream all flavor varieties
91611100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Ices_or_popsicles;L4_;L5_;Ice_pop_sweetened_with_low_calorie_sweetener	Ice pop sweetened with low calorie sweetener
91621000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Ices_or_popsicles;L4_;L5_;Snow_cone	Snow cone
91700010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Candy_NFS	Candy NFS
91700500	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;M&Ms_Almond_Chocolate_Candies	M&Ms Almond Chocolate Candies
91701010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Almonds_chocolate_covered	Almonds chocolate covered
91701020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Almonds_sugarcoated	Almonds sugarcoated
91701030	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Almonds_yogurtcovered	Almonds yogurtcovered
91702010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Butterscotch_morsels	Butterscotch morsels
91703010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Caramel_chocolateflavored_roll	Caramel chocolateflavored roll
91703020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Caramel_flavor_other_than_chocolate	Caramel flavor other than chocolate
91703030	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Caramel_with_nuts	Caramel with nuts
91703040	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Caramel_candy_chocolate_covered	Caramel candy chocolate covered
91703050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Caramel_with_nuts_and_cereal_chocolate_covered	Caramel with nuts and cereal chocolate covered
91703060	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Caramel_with_nuts_chocolate_covered	Caramel with nuts chocolate covered
91703070	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Rolo	Rolo
91703080	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Caramel_all_flavors_sugar_free	Caramel all flavors sugar free
91703150	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Toblerone_milk_chocolate_with_honey_and_almond_nougat	Toblerone milk chocolate with honey and almond nougat
91703200	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;TWIX_Caramel_Cookie_Bars_formerly_TWIX_Cookie_Bars	TWIX Caramel Cookie Bars formerly TWIX Cookie Bars
91703250	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;TWIX_Chocolate_Fudge_Cookie_Bars	TWIX Chocolate Fudge Cookie Bars
91703300	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;TWIX_Peanut_Butter_Cookie_Bars	TWIX Peanut Butter Cookie Bars
91703400	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Whatchamacallit	Whatchamacallit
91703500	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Nuts_carobcoated	Nuts carobcoated
91703600	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Espresso_coffee_beans_chocolatecovered	Espresso coffee beans chocolatecovered
91705010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Milk_chocolate_candy_plain	Milk chocolate candy plain
91705020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Milk_chocolate_candy_with_cereal	Milk chocolate candy with cereal
91705030	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Kit_Kat	Kit Kat
91705040	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_milk_with_nuts_not_almond_or_peanuts	Chocolate milk with nuts not almond or peanuts
91705050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Milk_chocolate_candy_with_fruit_and_nuts	Milk chocolate candy with fruit and nuts
91705060	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Milk_chocolate_candy_with_almonds	Milk chocolate candy with almonds
91705070	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_milk_with_peanuts	Chocolate milk with peanuts
91705090	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_candy_with_fondant_and_caramel	Chocolate candy with fondant and caramel
91705200	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_semisweet_morsel	Chocolate semisweet morsel
91705300	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_sweet_or_dark	Chocolate sweet or dark
91705310	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_sweet_or_dark_with_almonds	Chocolate sweet or dark with almonds
91705400	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_white	Chocolate white
91705410	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_white_with_almonds	Chocolate white with almonds
91705420	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolate_white_with_cereal	Chocolate white with cereal
91705430	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Kit_Kat_White	Kit Kat White
91705500	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Mexican_chocolate_tablet	Mexican chocolate tablet
91706000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Coconut_candy_chocolate_covered	Coconut candy chocolate covered
91706100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Coconut_candy_no_chocolate_covering	Coconut candy no chocolate covering
91706400	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Coconut_candy_Puerto_Rican_style	Coconut candy Puerto Rican style
91707000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fondant	Fondant
91707010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fondant_chocolate_covered	Fondant chocolate covered
91708000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fruit_peel_candied	Fruit peel candied
91708010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Date_candy	Date candy
91708020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Soft_fruit_confections	Soft fruit confections
91708030	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fruit_leather_and_fruit_snacks_candy	Fruit leather and fruit snacks candy
91708040	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fun_Fruits_Creme_Supremes	Fun Fruits Creme Supremes
91708070	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Tamarind_candy	Tamarind candy
91708100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fruit_snacks_candy_with_high_vitamin_C	Fruit snacks candy with high vitamin C
91708150	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Yogurt_covered_fruit_snacks_candy_with_added_vitamin_C	Yogurt covered fruit snacks candy with added vitamin C
91708160	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Yogurt_covered_fruit_snacks_candy_rolls_with_high_vitamin_C	Yogurt covered fruit snacks candy rolls with high vitamin C
91709000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Gumdrops_chocolate_covered	Gumdrops chocolate covered
91713010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_chocolate_chocolatecoated	Fudge chocolate chocolatecoated
91713020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_chocolate_chocolatecoated_with_nuts	Fudge chocolate chocolatecoated with nuts
91713030	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_chocolate	Fudge chocolate
91713040	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_chocolate_with_nuts	Fudge chocolate with nuts
91713050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_peanut_butter	Fudge peanut butter
91713060	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_peanut_butter_with_nuts	Fudge peanut butter with nuts
91713070	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_vanilla	Fudge vanilla
91713080	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_vanilla_with_nuts	Fudge vanilla with nuts
91713090	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_divinity	Fudge divinity
91713100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_brown_sugar_penuche	Fudge brown sugar penuche
91715000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Fudge_caramel_and_nut_chocolatecoated_candy	Fudge caramel and nut chocolatecoated candy
91715100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;SNICKERS_Bar	SNICKERS Bar
91715200	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Baby_Ruth	Baby Ruth
91715300	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;100_GRAND_Bar	100 GRAND Bar
91716010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Halvah_plain	Halvah plain
91716110	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Halvah_chocolate_covered	Halvah chocolate covered
91718000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Honeycombed_hard_candy_with_peanut_butter	Honeycombed hard candy with peanut butter
91718050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Honeycombed_hard_candy_with_peanut_butter_chocolate_covered	Honeycombed hard candy with peanut butter chocolate covered
91718100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Butterfinger	Butterfinger
91718110	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Butterfinger_Crisp	Butterfinger Crisp
91718200	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Chocolateflavored_sprinkles	Chocolateflavored sprinkles
91718300	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Ladoo_round_ball_AsianIndian_dessert	Ladoo round ball AsianIndian dessert
91721000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Licorice	Licorice
91723000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Marshmallow	Marshmallow
91723010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Marshmallow_chocolate_covered	Marshmallow chocolate covered
91723020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Marshmallow_candycoated	Marshmallow candycoated
91723050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Marshmallow_coconutcoated	Marshmallow coconutcoated
91726000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Nougat_plain	Nougat plain
91726110	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Nougat_with_caramel_chocolate_covered	Nougat with caramel chocolate covered
91726130	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;MILKY_WAY_Bar	MILKY WAY Bar
91726140	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;MILKY_WAY_MIDNIGHT_Bar_formerly_MILKY_WAY_DARK_Bar	MILKY WAY MIDNIGHT Bar formerly MILKY WAY DARK Bar
91726150	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;MARS_Almond_Bar_formerly_MARS_bar	MARS Almond Bar formerly MARS bar
91726410	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Nougat_chocolate_covered	Nougat chocolate covered
91726420	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;3_MUSKETEERS_Bar	3 MUSKETEERS Bar
91726425	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;3_Musketeers_Truffle_Crisp_Bar	3 Musketeers Truffle Crisp Bar
91727010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Nuts_chocolate_covered_not_almonds_or_peanuts	Nuts chocolate covered not almonds or peanuts
91728000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Nut_roll_fudge_or_nougat_caramel_and_nuts	Nut roll fudge or nougat caramel and nuts
91728500	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Sugared_pecans_sugar_and_egg_white_coating	Sugared pecans sugar and egg white coating
